element_index,conductivity,sensitivity,is_high
196,500.0,0.0,1
197,500.0,0.0,1
198,1000.0,0.0,0
199,1000.0,0.0,0
200,500.0,0.0,1
201,500.0,0.0,1
202,500.0,0.0,1
203,1000.0,0.0,0
204,1000.0,0.0,0
205,1000.0,0.0,0
206,1000.0,0.0,0
207,1000.0,0.0,0
208,500.0,0.0,1
209,500.0,0.0,1
210,500.0,0.0,1
211,500.0,0.0,1
212,1000.0,0.0,0
213,1000.0,0.0,0
214,500.0,0.0,1
215,500.0,0.0,1
216,500.0,0.0,1
217,500.0,0.0,1
218,1000.0,0.0,0
219,500.0,0.0,1
220,500.0,0.0,1
221,1000.0,0.0,0
222,1000.0,0.0,0
223,1000.0,0.0,0
224,500.0,0.0,1
225,1000.0,0.0,0
226,1000.0,0.0,0
227,1000.0,0.0,0
228,500.0,0.0,1
229,500.0,0.0,1
230,500.0,0.0,1
231,500.0,0.0,1
232,500.0,0.0,1
233,500.0,0.0,1
234,500.0,0.0,1
235,1000.0,0.0,0
236,1000.0,0.0,0
237,500.0,0.0,1
238,1000.0,0.0,0
239,1000.0,0.0,0
240,1000.0,0.0,0
241,1000.0,0.0,0
242,1000.0,0.0,0
243,500.0,0.0,1
244,1000.0,0.0,0
245,500.0,0.0,1
246,1000.0,0.0,0
247,500.0,0.0,1
248,500.0,0.0,1
249,1000.0,0.0,0
250,1000.0,0.0,0
251,500.0,0.0,1
252,1000.0,0.0,0
253,1000.0,0.0,0
254,500.0,0.0,1
255,1000.0,0.0,0
256,1000.0,0.0,0
257,1000.0,0.0,0
258,500.0,0.0,1
259,500.0,0.0,1
260,500.0,0.0,1
261,1000.0,0.0,0
262,500.0,0.0,1
263,500.0,0.0,1
264,500.0,0.0,1
265,1000.0,0.0,0
266,1000.0,0.0,0
267,1000.0,0.0,0
268,1000.0,0.0,0
269,1000.0,0.0,0
270,500.0,0.0,1
271,500.0,0.0,1
272,500.0,0.0,1
273,500.0,0.0,1
274,500.0,0.0,1
275,1000.0,0.0,0
276,1000.0,0.0,0
277,500.0,0.0,1
278,500.0,0.0,1
279,1000.0,0.0,0
280,500.0,0.0,1
281,1000.0,0.0,0
282,1000.0,0.0,0
283,1000.0,0.0,0
284,1000.0,0.0,0
285,500.0,0.0,1
286,500.0,0.0,1
287,1000.0,0.0,0
288,500.0,0.0,1
289,1000.0,0.0,0
290,1000.0,0.0,0
291,1000.0,0.0,0
292,1000.0,0.0,0
293,500.0,0.0,1
294,1000.0,0.0,0
295,1000.0,0.0,0
296,500.0,0.0,1
297,500.0,0.0,1
298,1000.0,0.0,0
299,1000.0,0.0,0
300,1000.0,0.0,0
301,500.0,0.0,1
302,1000.0,0.0,0
303,1000.0,0.0,0
304,500.0,0.0,1
305,500.0,0.0,1
306,500.0,0.0,1
307,500.0,0.0,1
308,1000.0,0.0,0
309,500.0,0.0,1
310,1000.0,0.0,0
311,500.0,0.0,1
312,1000.0,0.0,0
313,1000.0,0.0,0
314,1000.0,0.0,0
315,500.0,0.0,1
316,500.0,0.0,1
317,500.0,0.0,1
318,500.0,0.0,1
319,1000.0,0.0,0
320,500.0,0.0,1
321,1000.0,0.0,0
322,500.0,0.0,1
323,1000.0,0.0,0
324,1000.0,0.0,0
325,1000.0,0.0,0
326,500.0,0.0,1
327,1000.0,0.0,0
328,500.0,0.0,1
329,1000.0,0.0,0
330,1000.0,0.0,0
331,1000.0,0.0,0
332,500.0,0.0,1
333,1000.0,0.0,0
334,500.0,0.0,1
335,500.0,0.0,1
336,1000.0,0.0,0
337,500.0,0.0,1
338,500.0,0.0,1
339,1000.0,0.0,0
340,500.0,0.0,1
341,500.0,0.0,1
342,500.0,0.0,1
343,1000.0,0.0,0
344,500.0,0.0,1
345,500.0,0.0,1
346,500.0,0.0,1
347,500.0,0.0,1
348,1000.0,0.0,0
349,500.0,0.0,1
350,500.0,0.0,1
351,500.0,0.0,1
352,1000.0,0.0,0
353,500.0,0.0,1
354,500.0,0.0,1
355,500.0,0.0,1
356,500.0,0.0,1
357,1000.0,0.0,0
358,500.0,0.0,1
359,1000.0,0.0,0
360,1000.0,0.0,0
361,500.0,0.0,1
362,1000.0,0.0,0
363,500.0,0.0,1
364,500.0,0.0,1
365,500.0,0.0,1
366,500.0,0.0,1
367,500.0,0.0,1
368,500.0,0.0,1
369,1000.0,0.0,0
370,500.0,0.0,1
371,500.0,0.0,1
372,500.0,0.0,1
373,500.0,0.0,1
374,1000.0,0.0,0
375,1000.0,0.0,0
376,500.0,0.0,1
377,1000.0,0.0,0
378,1000.0,0.0,0
379,1000.0,0.0,0
380,500.0,0.0,1
381,1000.0,0.0,0
382,500.0,0.0,1
383,500.0,0.0,1
384,500.0,0.0,1
385,1000.0,0.0,0
386,500.0,0.0,1
387,1000.0,0.0,0
388,1000.0,0.0,0
389,500.0,0.0,1
390,500.0,0.0,1
391,1000.0,0.0,0
392,1000.0,0.0,0
393,1000.0,0.0,0
394,1000.0,0.0,0
395,1000.0,0.0,0
396,500.0,0.0,1
397,500.0,0.0,1
398,500.0,0.0,1
399,1000.0,0.0,0
400,1000.0,0.0,0
401,500.0,0.0,1
402,1000.0,0.0,0
403,1000.0,0.0,0
404,1000.0,0.0,0
405,500.0,0.0,1
406,500.0,0.0,1
407,1000.0,0.0,0
408,500.0,0.0,1
409,500.0,0.0,1
410,1000.0,0.0,0
411,500.0,0.0,1
412,1000.0,0.0,0
413,1000.0,0.0,0
414,500.0,0.0,1
415,1000.0,0.0,0
416,1000.0,0.0,0
417,1000.0,0.0,0
418,500.0,0.0,1
419,500.0,0.0,1
420,500.0,0.0,1
421,1000.0,0.0,0
422,500.0,0.0,1
423,500.0,0.0,1
424,1000.0,0.0,0
425,500.0,0.0,1
426,500.0,0.0,1
427,1000.0,0.0,0
428,500.0,0.0,1
429,1000.0,0.0,0
